,fetal_skin_n,fetal_skin_p,fetal_skin_l,organoid_n,organoid_p,organoid_l
8615,PRKACA,0.005245598987915773,0.05001952,AP000997.2,0.0007258875057814912,3.0985274
8616,LINC01511,0.00529191814836816,3.4371958,UCHL1-AS1,0.0007264164423973347,3.0050874
8617,ASB10,0.0053345558264302284,1.2642868,TSTD3,0.0007264231067241435,0.11872054
8618,LINC01606,0.005397458433179294,1.9191104,STPG2,0.000733790061039728,0.6505877
8619,TECPR2,0.005398356236245424,0.06183171,TSR2,0.0007381343038307104,0.040970717
8620,S1PR3,0.005511084000108923,0.06813386,AFAP1-AS1,0.0007528988827373581,0.6320901
8621,PNOC,0.005515774501196808,0.26958072,AC005009.1,0.0007546656085640055,1.5017532
8622,LINC00607,0.005563563218300199,0.42973834,ZNF556,0.0007620333228627893,0.28261438
8623,IL5,0.005576500694090448,1.5619515,GID8,0.0007692381317981843,0.03563704
8624,GRAMD1B,0.005599493891993331,0.1486338,DRC1,0.0007741209825806247,0.34701687
8625,ASB3,0.0056310770034379825,0.06641971,CST2,0.0007866954676381501,0.8486808
8626,LINC00917,0.005673167752089367,15.394658,RFC4,0.0007977519700189284,0.0567035
8627,MS4A15,0.005705172719635188,0.6379404,PBX4,0.0007991961489330653,0.10847895
8628,PRG4,0.005723415228529287,0.5224843,RERG-AS1,0.0008124613524910086,2.761732
8629,LINC01522,0.005776257563568041,15.550262,ACADL,0.0008225527659714093,0.38955098
8630,AC006019.3,0.005792394661868034,15.095208,PEX26,0.0008811333021094152,0.07306312
8631,IGKV2D-40,0.005835595071164854,17.112581,PLCE1-AS2,0.0008886471490823978,3.0265708
8632,ADGRA1,0.005873701239135886,0.45032984,FOXH1,0.000917408192565501,1.2358798
8633,IGSF23,0.005902218805742993,3.7941942,RUSC2,0.0009323578616550749,0.088652514
8634,SIGLEC15,0.005943353359542411,0.38410088,LINC01291,0.0009326143064930146,1.2922717
8635,SEMA4F,0.005966478030865558,0.11544802,AWAT1,0.000933630212830522,6.193172
8636,F11,0.006029690959729928,1.6051663,LINC00266-1,0.0009356979982895056,0.5233794
8637,PLA2G2D,0.00610643059494324,0.81454855,HAO2,0.0009449919646412492,0.8872559
8638,RAB4A,0.006162373288526225,0.025066983,ZNF252P-AS1,0.0009553989598148685,0.4160958
8639,SYCP1,0.006176752688704951,1.3868035,FBXL20,0.0009571894143691656,0.06306622
8640,ARPP19,0.006234951729397349,0.02665464,SSX1,0.0009663228881704163,1.2260953
8641,R3HDML,0.006303262000433499,3.617963,CYP4F11,0.000966669695793754,1.2637538
8642,AC141272.1,0.006338909300659713,16.130924,MORC1,0.0009845947437754367,1.1547357
8643,RIMBP3B,0.006413575443443423,15.644726,CDRT1,0.000988311940654603,0.75348777
8644,GRPEL2-AS1,0.006505290892480077,1.7183414,KLF17,0.0009923442017994771,1.6133103
8645,CPEB2,0.00656789780515968,0.072367586,FSIP1,0.0010022415519367197,0.2165239
8646,TSACC,0.006575205244834712,0.415348,GCGR,0.0010100054172145858,0.6206681
8647,GAGE1,0.006627112155827876,15.014303,MCF2,0.0010201090092883179,0.60487336
8648,LINC01538,0.0066303230323137416,15.066588,FGF3,0.0010371876248977336,3.2401056
8649,TCEANC2,0.006640577196418784,0.082889006,CDR2L,0.0010534701633753288,0.12667103
8650,CYP4A22,0.006684735689602465,15.462015,KLHDC7A,0.0010553338159029705,1.139546
8651,IGKV1D-17,0.0066913108816418244,16.962337,CIAPIN1,0.0010632370833971348,0.043635737
8652,C17orf50,0.006694168983221553,0.59456426,LINC00384,0.0010717233618125228,1.6972907
8653,AC034228.3,0.006695084089427501,3.5466228,CCM2L,0.0010829909312114311,0.40603653
8654,LINC00659,0.006727923370371444,1.5955294,LINC01103,0.0010964536241794291,3.1391141
8655,CRYAA,0.006732434998387387,15.710508,C9orf152,0.0011014101884882774,0.8583931
8656,ARRDC3-AS1,0.0067645741366250825,0.19812214,C7orf57,0.0011432803987054974,0.5631257
8657,BHMG1,0.006786980609593938,1.158406,KRT84,0.0011548151182386435,3.1738362
8658,IGLV4-60,0.006801092235096933,16.943295,TTC26,0.001165755433747977,0.093441054
8659,NUDT22,0.006846142211722605,0.040435705,ZNF879,0.0011784979800141058,0.15323947
8660,AC006272.1,0.006888994763681899,15.399385,DENR,0.0011893723628058248,0.031728264
8661,MMP25-AS1,0.006927072245934014,0.09860799,PIDD1,0.0012086380098675785,0.091191694
8662,IGKV6-21,0.006980156839400915,17.082127,TACO1,0.0012347477877576037,0.061326463
8663,GOLGA8J,0.007004057187648458,1.8619792,FAM25A,0.0012361760162602883,2.3547783
8664,NARF,0.007029825988913253,0.026796322,SPERT,0.0012386308249171948,2.3861892
8665,LINC01173,0.007043298531550257,2.641163,AC010907.2,0.0012409506975743362,2.0694535
8666,HOXA1,0.007061163849956754,0.24517544,CYP2A6,0.0012544432757942137,2.3021643
8667,IL36A,0.007096700467977124,15.254563,TMEM51-AS1,0.0012794052830896907,0.49453118
8668,COLEC10,0.007104503176334787,1.0340207,ZNF443,0.0012824559265278838,0.16455732
8669,FRMD1,0.007116187502748121,0.9468469,CCL25,0.0012993518161843614,0.52532834
8670,APBB2,0.007197961167344292,0.043634634,NR2E3,0.001305267194130256,0.22971274
8671,TMED7-TICAM2,0.007246041797981692,0.6296146,KRTAP19-3,0.001314794301772968,3.0962963
8672,ARX,0.0074203328867042265,0.74959254,STXBP1,0.0013213308926214326,0.06317712
8673,ASB7,0.007450669273677166,0.07993543,LINC00871,0.0013452378319363041,0.6919872
8674,DSCR4,0.00745898062882018,15.695656,HEATR1,0.0013520598242480204,0.06264602
8675,MED12L,0.007471595202591086,0.12988271,LINC01204,0.0013559744017754864,0.83555883
8676,SETD4,0.007536529818972149,0.05797008,PIGH,0.001363507707645063,0.047176648
8677,CSTL1,0.007615035034714687,15.032622,UGT2B4,0.0013839693192793411,2.0912354
8678,LINC01070,0.007620819727746366,4.198045,PRLHR,0.001406611325581225,1.5814264
8679,MAGEB4,0.007668152627663012,15.226783,CAMKV,0.0014086192712584533,0.4282171
8680,AC011243.1,0.007716319899319167,3.8581655,SLC25A31,0.0014460867826739195,2.3011198
8681,GRM2,0.007729717569359428,0.42028305,LOR,0.0014811129243718977,0.6596427
8682,LINC01592,0.0077392474476960585,15.013816,ZMYM3,0.001484822464498561,0.06402346
8683,LINC00477,0.007760739747954699,3.294026,ZBTB5,0.00148511536705289,0.094644494
8684,ENOX1-AS2,0.007801190177639582,3.4682822,FAM19A3,0.001488926253460852,0.44023037
8685,ZNF799,0.007807913345841448,0.122810215,DKFZP434H168,0.0014904872511006925,3.466519
8686,C21orf140,0.00782866065813073,14.941623,PHYHD1,0.0015269015411402507,0.054553628
8687,IFNL2,0.007846363160272516,15.036783,TUSC7,0.0015273389417650167,2.7197425
8688,SEC22C,0.00784901090754175,0.03779602,SFTPB,0.0015780073735635993,1.7960103
8689,LCE3A,0.008037129938277649,15.900467,FAM186B,0.001582588442725075,0.87567693
8690,HSBP1,0.008098841686605395,0.017084703,TRMU,0.0015927257979619404,0.06170109
8691,TEX101,0.008145441009249261,15.507485,FAM136A,0.0016188063399103381,0.036950067
8692,LINC00971,0.008224364923478446,0.6577389,CD109,0.0016235251128767386,0.04855128
8693,KIAA1211,0.008286946470931734,0.1243365,ANXA10,0.0016381172479409214,2.7183352
8694,GC,0.0083488982707474,15.721804,CAPN13,0.0016395074681080464,2.9937472
8695,SRSF11,0.008352655302422553,0.017176216,ZSWIM8,0.001647012347562488,0.060870625
8696,EPB41,0.008374235221630158,0.04266236,C11orf71,0.0016549151268685158,0.077831574
8697,SCNN1D,0.008414816116902214,0.15029621,MME-AS1,0.0016551954041321571,2.5258298
8698,NEUROG3,0.00842672857199604,14.915135,CFTR,0.0016999508525912998,0.87229437
8699,TMEM189-UBE2V1,0.008464281368003201,1.1268084,CABP4,0.0017081472271342402,0.41064647
8700,CNTNAP3B,0.008510109283263748,0.103681326,FSCN2,0.0017234323489861533,0.60441697
8701,ZNF66,0.008537973407359574,0.10876314,LINC01544,0.001759422009117811,1.7605296
8702,WSCD2,0.008562532128814648,0.12744038,LINC00909,0.0017800204251113604,0.061063845
8703,RBM8A,0.008586388954164139,0.016866947,NKX2-1,0.0017844278968884872,2.4538054
8704,NR5A1,0.008591978339209258,1.7079668,SECTM1,0.0018048493036671202,0.07335367
8705,B4GAT1,0.008650662249822182,0.035772923,HTR1D,0.0018068547353374995,1.2805417
8706,CYP2D6,0.0087009761439446,0.25437227,KRTAP21-2,0.001828476313813398,3.2033937
8707,A3GALT2,0.008701786533562423,3.385465,SLFNL1,0.0018292183962893085,0.54674387
8708,LINC01429,0.008766429510362784,0.64463866,HSPA4,0.0018444149240845979,0.034189317
8709,HIST2H4A,0.008767442965018002,0.5315628,TMEM17,0.0018662992697069888,0.09026111
8710,LNPEP,0.00878138152685206,0.036295444,TP53TG5,0.0018724169746518321,0.927955
8711,FAM47E-STBD1,0.008819986674592864,15.044946,CLDN23,0.0018750206569319464,0.2080278
8712,IGKV1D-16,0.008843579006081287,17.11841,MIA-RAB4B,0.0018881527501103496,1.6012884
8713,IL19,0.008890259580274637,1.9532055,ZNF114,0.0018885832027067972,0.13804409
8714,TONSL,0.00889659421894384,0.098826066,CHAC2,0.0018893034422739754,0.13778731
8715,MAP2K7,0.00901303534436858,0.040620513,MANBAL,0.0018940653230331776,0.03621635
8716,LINC00402,0.009063042957967872,1.5707906,PDE6A,0.001897956572690361,0.29386902
8717,IGKV1D-37,0.009114549403007191,16.077139,RASGRF2-AS1,0.0019105937736983985,1.38543
8718,USP44,0.009114723004987748,0.29040238,LINC00964,0.0019359321837827124,0.75384927
8719,TRIM68,0.009160859628881322,0.095408976,CGB7,0.0019412296354054212,0.758539
8720,MYH4,0.009309354430660352,15.035609,QRSL1,0.0019517933004956774,0.059844807
8721,C15orf53,0.009336692543063945,0.6987925,SPATA42,0.001964352686738157,2.0026927
8722,MRPL3,0.009387220700526598,0.023645492,IQCC,0.0019663018260973994,0.13888392
8723,NDUFAF2,0.00939869766225221,0.02868376,RAB17,0.0019696716575762674,0.36384144
8724,GRM1,0.009439685440026607,0.34467867,KLK15,0.0019807240724666816,3.4693274
8725,NR1I2,0.009455978780608708,0.9841776,CTXN3,0.001981560730630716,1.2513213
8726,TRPC7-AS1,0.009565258410742765,2.8610551,NMT2,0.0020066791178509646,0.056010757
8727,LINC01300,0.00963658136301468,1.7282201,ATP4B,0.0020150686168837503,1.3352718
8728,NUP62CL,0.009742025887714138,0.18162674,C17orf77,0.0020556280856729972,1.5113206
8729,MUC13,0.009745130573930533,3.7618515,ROPN1L,0.0020920898998399687,0.28948957
8730,COBLL1,0.009857784889846701,0.059638046,SKOR2,0.002116937898615667,3.2953274
8731,LINC00345,0.00986357434723747,1.4911065,ZSWIM5,0.002128761835869666,0.27924776
8732,CCR8,0.009921064408301582,15.631236,SRGAP3-AS2,0.0021321055352302707,2.82895
8733,LINC00881,0.009991853414478604,1.3514696,AC068057.1,0.002147295565785904,1.5919917
8734,STATH,0.010037042180414152,1.3014921,SPRR2A,0.002176229421582236,1.0377796
8735,CLDN10-AS1,0.010043254024282458,1.7890378,PNPLA1,0.002194913190071095,0.44035622
8736,FOXD4L1,0.010044470474370275,0.63745356,OR2AE1,0.002200161709453031,1.7735071
8737,CASC19,0.010074176364358908,15.011472,RNF113B,0.002253590060731944,1.9350615
8738,GIPR,0.01009271565711086,0.18208934,GFRA4,0.0022731782904105782,3.1513782
8739,C15orf59-AS1,0.010124090057914795,0.24289343,ACOXL,0.0023196424857915986,0.51270396
8740,TLR8-AS1,0.010161985178996769,15.385987,KPNA7,0.0023332675809570086,2.979166
8741,CENPQ,0.010169040391431182,0.056892037,SPDL1,0.0023384378360659665,0.06369645
8742,MUSK,0.010178359699034627,0.36573806,CFAP73,0.0023606045668389817,0.43041304
8743,FAM83A-AS1,0.01019187468894224,1.4552205,SEC16B,0.0023607264195949678,0.13801269
8744,TMEM246-AS1,0.01020499167926933,2.0353591,TCEAL3-AS1,0.002379873331752325,2.035417
8745,LINC00887,0.010229430974221153,0.18511987,B3GNT3,0.002404672840114947,0.77774435
8746,ARFGAP2,0.010232055834665193,0.030225366,SCRIB,0.002407102268746568,0.07235886
8747,ALG10,0.010373869943554668,0.09582119,DDX54,0.0024093945209366107,0.04151694
8748,TGFA,0.010435148550388783,0.18266442,AC084149.2,0.002460651098661818,2.7656488
8749,ANKRD1,0.010457241747154655,0.52338743,AC114814.3,0.0024625245683475706,2.3880534
8750,ADAD1,0.010487247585153013,2.7045603,ASIC3,0.0024705437077091647,0.3119854
8751,IGLV3-6,0.010506423190292056,15.777369,HCG15,0.0025018720853134664,0.5850674
8752,ATF1,0.010557006572122966,0.034014508,DNMT3L,0.0025158622901902345,1.8289348
8753,ROPN1L-AS1,0.010646324951278026,15.032109,OSBPL6,0.002543421146922276,0.10879804
8754,NOSTRIN,0.010744745219388,0.15036562,TECTA,0.002544689360814303,0.3471811
8755,ZNF341-AS1,0.010846621527061319,0.6938357,XKR9,0.0025493458098339293,0.29190004
8756,SPINK7,0.010861601371462101,1.311884,C6orf226,0.0025616037596551985,0.055437595
8757,GCOM1,0.010999197469120396,0.43932626,PROSER3,0.002570320548238847,0.09552561
8758,OR2D3,0.011076288410300091,2.5947864,MZF1,0.0025934067680712996,0.06486233
8759,SLC7A9,0.011078113085865232,0.5600697,HTN1,0.0025992148271759647,2.6529758
8760,SHANK3,0.011139336083687699,0.15199733,SLC22A1,0.0026308874797521834,0.67741984
8761,EPS15,0.011167109974477145,0.033874895,WDR7,0.002655710330854349,0.08715439
8762,LINC00163,0.011172868957457664,1.2083595,SLC2A4,0.00269949412622773,0.34663627
8763,SSTR5,0.011439855422968668,2.8907406,C9orf163,0.002734501105753548,0.57390404
8764,ST8SIA6,0.01148605134242136,0.38295278,LINC00242,0.0027380864548833396,0.25595695
8765,IGHV3OR16-10,0.011490575232108204,15.443119,CLDN14,0.002739380830804664,0.38427162
8766,IGHV1-17,0.011527132309756877,16.560802,LINC01553,0.002743006036067318,0.962069
8767,ADAMTS5,0.011682738380897253,0.04634699,CELF6,0.0027506355033773662,1.1827796
8768,WDR11-AS1,0.011749513290977984,0.32558835,TMEM160,0.00277476822561815,0.03043633
8769,IGKV1OR1-1,0.01175276786768699,1.8640027,HIRIP3,0.0027807291784151516,0.053019617
8770,C1QTNF9B,0.011884802502272905,0.88558906,LINC01492,0.002790635133471161,2.3509734
8771,TBC1D3B,0.011920978816495703,1.8677194,LY6G6E,0.0027981991811220955,1.342109
8772,NEURL4,0.011942277543647942,0.11211837,SLC1A2,0.002823117439615717,0.2257148
8773,AGAP4,0.011996878489309552,0.12442025,G6PC2,0.0028564577207952466,3.0186837
8774,CCL1,0.012045741642104852,2.977823,KIAA1147,0.0028627336334348147,0.08382876
8775,RNH1,0.012047484374808032,0.018696543,TMED1,0.002866349015616776,0.034273356
8776,LAMP5,0.012175992218648162,0.124801554,ZNF500,0.0028924385574448166,0.08285856
8777,DCBLD2,0.01217771244934576,0.040991496,FBXO40,0.002904142720344459,1.6658874
8778,SNCA-AS1,0.01219135863920033,0.8688435,ENOX1-AS1,0.002908287876131803,0.8914074
8779,RNASEH2B-AS1,0.012232670276068053,0.32307157,CLPS,0.002956344889835339,2.4187703
8780,CSE1L-AS1,0.012249435081010349,1.0794346,ARL14,0.00297300513106861,1.9311093
8781,ISOC2,0.012364342717573439,0.026740968,RAB5C,0.00298411840724211,0.027169751
8782,LPP-AS1,0.012370762792332875,15.413452,MMP7,0.0030406654044604414,1.586914
8783,CASR,0.012489290789170228,1.7831494,MTMR6,0.003040817304684585,0.05213584
8784,C4orf51,0.012560932475341551,1.3151524,HM13-AS1,0.003043499656208221,0.5643257
8785,GTF2H2C,0.012629604849931678,0.065145455,GPR179,0.003058646618258957,1.2139634
8786,AC099342.1,0.012786866867009887,14.9683485,DNAH3,0.003113055268152092,0.9076897
8787,IFI27L2,0.012814832755362342,0.02316043,DPYSL2,0.0031241830244921327,0.032067247
8788,SLC7A4,0.012829428967542189,0.27359825,AHCYL2,0.0031509468012067008,0.09923136
8789,AC011518.1,0.013068356733277399,14.998682,LRRC38,0.003158644495839171,1.0203831
8790,LINC01547,0.013153618526574769,0.15557301,DAG1,0.003189177002793003,0.050104085
8791,TRBV6-8,0.013200305975138075,16.194628,MYH7,0.0032173267625402943,1.0096812
8792,C12orf56,0.013233427298452843,0.46889773,LPAR1,0.00322384744522572,0.041512676
8793,MAD2L1BP,0.013239749901338409,0.04562293,RSPH10B2,0.0032339137216462945,1.5076712
8794,C17orf102,0.01330820660186488,15.3017845,SCRT2,0.003292995046629977,0.55357456
8795,OR10Q1,0.013315864494683994,14.999838,ZNF852,0.0033007906005471954,0.15669103
8796,HIF1A-AS1,0.013567771372713758,0.5655607,RPP30,0.0033046299746204637,0.03509894
8797,PKNOX2-AS1,0.013599249033716437,1.2117081,TXNDC15,0.0033291669982072262,0.029977368
8798,NPIPB9,0.013674826630492857,1.0904924,USP24,0.0033511329933121545,0.065513074
8799,SLC6A17,0.013677371653689643,0.30467337,CRACR2B,0.0034065973199989817,0.114393726
8800,CTDSP2,0.013884969304622423,0.027009543,LINC00352,0.0034255377128351483,1.8290895
8801,IGKV7-3,0.013893066306501702,16.492722,MTO1,0.0034490152739136376,0.063367166
8802,PRH2,0.014076679937198732,1.4117907,EDARADD,0.0034636709862974724,0.12250493
8803,CABP5,0.014095864714216377,1.9816986,SPINK13,0.0034769830570527396,2.5997546
8804,FIRRE,0.014154091293026224,0.1465232,ZNF367,0.003487400736491329,0.13521777
8805,AP001057.1,0.01429792996961527,15.269051,DCUN1D2-AS,0.0034979751237816247,1.0379319
8806,BOP1,0.014337236641440262,0.047343027,AC068286.1,0.0035300769659613825,2.1259253
8807,AC097381.1,0.014479818749666609,0.95769346,TUBA3D,0.0035615354657791607,1.5179605
8808,LINC00703,0.014507015506222385,1.6387254,LINC00269,0.0035764206934709728,2.5063376
8809,CACNG5,0.014556830366912731,2.32356,ADGRF1,0.0036405391553586404,0.8283664
8810,PTX4,0.01499230794596309,2.6566634,DNAI1,0.00367158516842084,0.46962607
8811,GPC5,0.015025517825018752,0.20228566,CENPC,0.00367639837091738,0.03767476
8812,AL360294.1,0.01515095816384624,2.1656616,ORC2,0.0037840409803353327,0.06270597
8813,FAM187B,0.015225924116524698,14.612423,LRP5,0.003863511421751647,0.065691724
8814,GGT2,0.015298509013821397,1.4240303,RPH3A,0.003895235741630566,0.9937211
8815,ZNF285,0.015307425522808478,0.14683414,HTR1E,0.003979163956150848,0.8425509
8816,HCAR1,0.015381633930144812,0.39642778,SLC4A11,0.003994581186012982,0.4508244
8817,IGHV3-29,0.015402484541839746,15.324401,CCT2,0.004046264118236306,0.021288993
8818,AC007950.1,0.015455143070038509,2.7030592,TFAM,0.00405976678787586,0.03481661
8819,RRP7A,0.015483641961575787,0.029468054,HTR1B,0.004147377909860212,1.4391266
8820,SAP30L-AS1,0.01551556709046594,0.36379367,ENSA,0.004167119334756534,0.023608014
8821,LINC00500,0.015570328256322666,4.0958247,MARCH4,0.004194755466163536,1.2199072
8822,VPS45,0.01572537250694863,0.04097676,DNMT3A,0.004236588081889204,0.03862423
8823,PCDHB9,0.015746009401560165,0.12839074,ENTHD1,0.004257109126707766,1.2316887
8824,TNFSF4,0.01585587592345265,0.23227397,PATE2,0.004277178105287455,1.0051017
8825,ZNF295-AS1,0.01585993505096482,0.5975067,REEP6,0.00434361919435709,0.093190216
8826,SF3B3,0.016035013170119936,0.030444033,FOXN3-AS2,0.0043763138445430255,1.5729151
8827,SPANXB1,0.016184045832326552,3.4572372,ELDR,0.004408494004951312,2.3279042
8828,IGKV3-7,0.016391192013528573,16.406086,ITPKB-AS1,0.004418294100018814,0.35292605
8829,STEAP3,0.016438367370994526,0.22460772,CASC6,0.00441935442836894,1.4706826
8830,LINC01165,0.016505140258077693,1.8789961,NPAP1,0.004459688056217533,0.57430685
8831,HPD,0.01668013311641612,0.5051362,OSBPL10-AS1,0.0044661360294120465,0.3578446
8832,URAD,0.016699536473569664,14.579876,LINC00844,0.004482279897838609,0.8935779
8833,OR5K4,0.01670050461597542,15.503712,NMNAT2,0.004536034005794658,0.27918214
8834,HSPB2-C11orf52,0.01684386101536646,2.0233545,GNPDA1,0.004546086858997164,0.035026036
8835,U95743.1,0.016874155909949097,1.5492136,CDK5RAP1,0.00456629457008254,0.055256814
8836,AC097713.3,0.016874483841359523,14.939159,C3orf36,0.004628130304478858,2.8483176
8837,AC098820.2,0.016931349166834926,1.5239019,CCDC27,0.004643097676199375,2.6695135
8838,FUT11,0.01693771047772134,0.04992746,SLC22A15,0.004734524427670871,0.17279145
8839,CGB8,0.016969059208749474,14.655141,FGF13-AS1,0.004738289696254492,0.30150253
8840,TM4SF19-TCTEX1D2,0.01708630276788576,0.99915195,MOS,0.00478177027535778,2.3306193
8841,H1FNT,0.017109932781006837,3.1855824,LINC00885,0.004810810774033747,0.5968919
8842,GHSR,0.017187739188155755,15.394459,VCX3B,0.004886249835494586,0.94399005
8843,SCGB1C2,0.01723861127987881,14.806343,LINC00457,0.005084017909468229,2.8689725
8844,UHRF1BP1,0.017316031243024114,0.07166486,MYPN,0.005106062351192914,0.6723822
8845,MAGEC3,0.017469583380695538,2.750886,DCST1,0.005106801548750753,1.5454375
8846,AC105402.4,0.017490872931521143,14.764037,FOXJ3,0.005177200661694237,0.045045782
8847,FASTK,0.017610030952249892,0.02632613,PEX12,0.005199190096888438,0.10255998
8848,TMEM218,0.01764070174682541,0.032139797,PCDHGA12,0.005230706833516739,0.18817167
8849,AP003774.4,0.017860100152273937,0.584237,FUBP1,0.0052644174460987105,0.030297475
8850,ORAI3,0.017985071379561953,0.03975673,LINC01477,0.005280686197455945,2.4212804
8851,FMO4,0.01811481918268658,0.101232454,TMEM11,0.005327214007356517,0.03222636
8852,MACC1-AS1,0.018161905633126797,15.204414,CYP2F1,0.005328538100539968,0.8265646
8853,IGLC4,0.018178503987529168,15.634221,SLC3A1,0.005371714745568303,0.26274398
8854,KCNK6,0.018181400633007758,0.05539837,RRH,0.005462660969693054,0.9529647
8855,EFR3A,0.018240406525460662,0.03659417,C15orf32,0.005534107500893522,1.4451656
8856,PMM1,0.018326827962052747,0.027074456,PRR27,0.005535397894131717,2.5945258
8857,PRG3,0.018393651486117057,15.626826,LINC00486,0.005550484356564683,1.4070842
8858,C2orf78,0.018437076297430452,14.327031,ZNF485,0.005590989116588844,0.12565915
8859,CFHR4,0.01847525752921943,1.3920746,MAGEB17,0.005619543080105327,2.0636818
8860,TNNT1,0.01848298088113845,0.06569437,UNG,0.00566287032048354,0.050686702
8861,DIAPH3-AS1,0.01851799855392939,3.0337198,BBS1,0.005768187164268102,0.13447312
8862,CASC20,0.01857185103233405,1.5747935,GABRA2,0.00582824532431795,0.16949736
8863,IQCB1,0.01867241519320817,0.03741608,RHO,0.005849101995772315,1.2659984
8864,CIDEC,0.018797515706535924,0.36196917,HIPK4,0.005875660498377044,0.5175311
8865,AC006041.1,0.018824735462827098,14.7931595,ZKSCAN7,0.006119353911411756,0.11006643
8866,NTHL1,0.018828137875507564,0.0301668,TUBA3E,0.006181318050853875,4.161893
8867,DLEU1-AS1,0.01888317929063065,1.8311186,CCDC24,0.006219073324283991,0.11065543
8868,AP000477.3,0.018965901299512474,14.574402,XAGE3,0.006298351513010529,1.1060169
8869,OTC,0.01911403250932651,1.2748413,ATP9B,0.006314686464492091,0.052034605
8870,CHRM1,0.019160299232790147,0.24702224,CATIP,0.006351486517498473,0.45594063
8871,CYP24A1,0.019325265566217692,0.23772287,HES7,0.0063569532976025765,0.27823347
8872,LINC01214,0.019388063520740045,0.4490762,CHN1,0.00636803184697409,0.044979285
8873,TIRAP,0.019414124798479336,0.09986003,LINC00237,0.006442843931752144,0.78913015
8874,TXNRD3,0.01973108282373254,0.09078194,AQP4-AS1,0.006501895534496214,0.6006849
8875,SULT1A3,0.019828737748558194,0.15361394,LINC01479,0.006505449712213673,1.0543419
8876,PRNP,0.02003928221339772,0.023469292,ANXA13,0.006532909331540943,0.5759303
8877,NANOGP8,0.020568664651479777,1.4328272,LEFTY2,0.006731668134000567,0.21187842
8878,RBL1,0.020631954994296414,0.06568195,C3orf20,0.006743294238257442,0.85484195
8879,IGHV3-49,0.020739793672211484,16.311203,GABRR1,0.006783308550147788,0.9094766
8880,TEX26-AS1,0.020884968455165843,0.46628147,SLC10A6,0.006844628508742064,0.68815964
8881,PCDHB10,0.02122143903619777,0.093475424,LINC01360,0.006851253448719577,1.6815581
8882,NUP153,0.021407542548594023,0.038748916,NR2C1,0.006879346943206514,0.045865215
8883,PRTFDC1,0.0215221986168424,0.03339088,ZSCAN4,0.006941685342371848,2.5387611
8884,SERHL2,0.0215621375820201,0.09926216,STX16-NPEPL1,0.006951135121139707,0.48869157
8885,C19orf71,0.021659576773375346,1.2337241,C11orf91,0.007033742752117755,0.6458868
8886,FAM138C,0.021919616831314378,2.7706535,LINC00922,0.007131488982465859,0.30449972
8887,VSTM5,0.02194114043956488,0.25736862,SP2-AS1,0.0071828008345901,0.2221146
8888,GLIS2-AS1,0.022058698459205783,0.2224449,KCNF1,0.007196445678424865,0.30358857
8889,LINC01184,0.022151500231157945,0.038327053,SEPT7-AS1,0.0072428658346389615,0.2306934
8890,HIST2H2AC,0.022277942458160442,0.04460296,SH2D7,0.007247349302221172,1.8381234
8891,GPAA1,0.022362977654282825,0.022891972,LINC00326,0.007296406481358329,2.553177
8892,KIF4B,0.022523201035523566,0.4360929,SEC14L5,0.007303093620606241,0.58311486
8893,ZNF439,0.02262524115139933,0.0808328,TARID,0.0073139895131799455,1.0145158
8894,DMRT1,0.02274556372386574,1.0139027,GRXCR1,0.007360575550050415,3.7223098
8895,IGHV1OR16-1,0.022798595615540998,15.740495,MAT1A,0.007408130713726031,1.8202205
8896,CCNF,0.02280124471701256,0.076591305,POU5F1,0.007523393119363601,0.45447075
8897,IGKV1D-12,0.022970226052821233,15.440627,TAF3,0.00761717497365774,0.041021597
8898,CPT1B,0.023382398473572756,0.34004965,GSG1,0.007680302381482994,0.5918932
8899,SAMSN1-AS1,0.023391036259351204,1.8902124,GBE1,0.007748720698842236,0.054891855
8900,RPGRIP1L,0.023586251807990434,0.03667877,ASB5,0.007766919012002539,1.0640655
8901,DUSP28,0.02368147911135921,0.06340793,TMEM102,0.007917466725534414,0.12418974
8902,CYP21A2,0.023918695956757708,0.39788938,HRG,0.007946876008944493,2.936835
8903,PALM2-AKAP2,0.023959683144123743,0.15219086,OCM,0.00798890007316552,0.69373846
8904,TMEM82,0.023991318371569266,1.553027,CELF3,0.008042660801510025,0.29112405
8905,LINC00838,0.024363182072803444,3.1920328,CELF2-AS1,0.008108045669525261,1.1472899
8906,LINC01168,0.024387264902617826,14.794679,OLIG3,0.008112484846782488,1.4226716
8907,BCL2L10,0.02466831699323029,0.33216316,SMC5-AS1,0.008201670186529867,0.14633653
8908,CEP72,0.02480370972238097,0.120156,ATP11C,0.008228137028431604,0.059048913
8909,NTSR1,0.024850900680418668,0.53961354,PLEKHS1,0.00831486477392332,1.5146205
8910,NEB,0.024896651834421857,0.129238,TSPYL6,0.008372967347089552,1.3807765
8911,LIX1,0.024986595693776315,0.058418892,MIMT1,0.00844268568913704,0.18982093
8912,DNM1P35,0.02512982233680801,0.1840208,MTRNR2L7,0.008475948479896647,2.4643977
8913,OR5K2,0.025408594043220014,15.0365715,TPH2,0.008638760216129127,0.877695
8914,OR5K3,0.025546411060835057,2.5603929,TAT-AS1,0.008763702984269414,0.8425018
8915,LINC01534,0.025666966441794288,0.11563854,MIP,0.008812550673602444,1.0054522
8916,YARS,0.025707381748650938,0.030680304,TMC3,0.008831116266201575,1.0713589
